id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAnAAF1X0AAi,18.12.2012,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D287585,140,17,2001,2,AAKG9OAAnAAF1X0AAi,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S11_2_2.png?refresh=5662682456629081811,2,7499237.325,5782671.5901
AAKG9OAAnAAF1X0AAj,18.12.2012,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D287586,138,16,2001,1,AAKG9OAAnAAF1X0AAj,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S1C_1_1.png?refresh=101463915576731474,1,7499238.4731,5782674.2692
AAKG9OAAnAAF1X0AAk,18.12.2012,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D287587,142,15,2001,1,AAKG9OAAnAAF1X0AAk,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S14_1_1.png?refresh=1400057949162801352,1,7499239.8127,5782680.7276
AAKG9OAAnAAF1X0AAl,18.12.2012,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D287588,140,17,2001,1,AAKG9OAAnAAF1X0AAl,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S1C_1_1.png,1,7499241.6306,5782684.5548
AAKG9OAAnAAF1X0AAm,18.12.2012,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D287589,135,18,2001,1,AAKG9OAAnAAF1X0AAm,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S14_1_1.png,1,7499242.8266,5782687.808
AAKG9OAAnAAF1X0AAn,18.12.2012,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D287590,"120, 175",20,2001,1,AAKG9OAAnAAF1X0AAn,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S1C_1_1.png,1,7499244.6924,5782692.3529
AAKG9OAAnAAF1X4AAA,18.12.2012,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D287591,"90, 60, 28",15,2001,1,AAKG9OAAnAAF1X4AAA,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S14_1_1.png,1,7499245.8884,5782696.9455
AAKG9OAAnAAF1X4AAB,18.12.2012,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D287592,120,14,2001,1,AAKG9OAAnAAF1X4AAB,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S14_1_1.png,1,7499247.0365,5782701.0119
AAKG9OAAFAAEM9IAAg,18.12.2012,Dzielnica Mokotów,klon jesionolistny,Acer negundo,D303175,68,14,2001,2,AAKG9OAAFAAEM9IAAg,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S12_2_2.png?refresh=-2640054364710024713,2,7499190.8859,5781906.7807
AAKG9OAAFAAEM9IAAh,18.12.2012,Dzielnica Mokotów,kasztanowiec pospolity,Aesculus hippocastanum,D303176,100,15,2001,2,AAKG9OAAFAAEM9IAAh,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S15_2_2.png?refresh=9209490867469559000,2,7499196.8024,5781922.1979
AAKG9OAAFAAEM9IAAi,18.12.2012,Dzielnica Mokotów,jesion wyniosły,Fraxinus excelsior,D303177,"55, 55, 50",14,2001,2,AAKG9OAAFAAEM9IAAi,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S15_2_2.png,2,7499203.9705,5781939.5492
AAKG9OAAFAAEM9IAAj,18.12.2012,Dzielnica Mokotów,topola czarna,Populus nigra,D303178,"92, 105, 80",17,2001,3,AAKG9OAAFAAEM9IAAj,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S10_3_3.png?refresh=-6868860323068216069,3,7499256.9634,5781971.6478
AAKG9OAAFAAEM9IAAk,18.12.2012,Dzielnica Mokotów,topola czarna,Populus nigra,D303179,"105, 110",16,2001,2,AAKG9OAAFAAEM9IAAk,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S12_2_2.png,2,7499263.6385,5781968.9171
AAKG9OAAFAAEM9IAAl,18.12.2012,Dzielnica Mokotów,brzoza brodawkowata,Betula pendula,D303180,26,6,2001,1,AAKG9OAAFAAEM9IAAl,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404233_S1E_1_1.png?refresh=-8876761241568852718,1,7499271.7295,5781966.3885
