id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAnAAHxCUAAS,28.05.2014,Dzielnica Białołęka,dąb szypułkowy,Quercus robur,D370042,34,7,2001,1,AAKG9OAAnAAHxCUAAS,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403675_S1C_1_1.png?refresh=-2793997610937967652,1,7505278.1759,5797050.8283
AAKG9OAAnAAHxCUAAR,28.05.2014,Dzielnica Białołęka,dąb czerwony,Quercus rubra,D370041,32,8,2001,1,AAKG9OAAnAAHxCUAAR,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403675_S12_1_1.png?refresh=1240204071799632412,1,7505282.8856,5797050.8283
AAKG9OAAnAAHxCUAAT,28.05.2014,Dzielnica Białołęka,dąb szypułkowy,Quercus robur,D370043,38,7,2001,1,AAKG9OAAnAAHxCUAAT,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403675_S1C_1_1.png,1,7505273.2547,5797050.9341
AAKG9OAAnAAHxCUAAO,28.05.2014,Dzielnica Białołęka,brzoza brodawkowata,Betula pendula,D370038,8,5,2001,1,AAKG9OAAnAAHxCUAAO,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403675_S11_1_1.png?refresh=-8770415948167325305,1,7505314.0006,5797051.2516
AAKG9OAAnAAHxCUAAU,28.05.2014,Dzielnica Białołęka,dąb szypułkowy,Quercus robur,D370044,40,7,2001,1,AAKG9OAAnAAHxCUAAU,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403675_S1C_1_1.png,1,7505267.1692,5797052.0453
AAKG9OAAnAAHxCIAAd,28.05.2014,Dzielnica Białołęka,klon pospolity,Acer platanoides,D370033,50,8,2001,1,AAKG9OAAnAAHxCIAAd,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403675_SZ_1_1.png?refresh=1612972066367830965,1,7505343.8752,5797052.0669
AAKG9OAAnAAHxCUAAP,28.05.2014,Dzielnica Białołęka,robinia biała,Robinia pseudoacacia,D370039,61,9,2001,2,AAKG9OAAnAAHxCUAAP,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403675_SX_2_2.png?refresh=-1956809305316592100,2,7505304.7931,5797052.7862
AAKG9OAAnAAHxCUAAN,28.05.2014,Dzielnica Białołęka,klon pospolity,Acer platanoides,D370036,36,7,2001,1,AAKG9OAAnAAHxCUAAN,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403675_S1C_1_1.png,1,7505329.7464,5797054.2894
AAKG9OAAnAAHxCUAAQ,28.05.2014,Dzielnica Białołęka,robinia biała,Robinia pseudoacacia,D370040,54,8,2001,1,AAKG9OAAnAAHxCUAAQ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403675_SZ_1_1.png,1,7505300.5069,5797054.9029
AAKG9OAAnAAHxCIAAf,28.05.2014,Dzielnica Białołęka,robinia biała,Robinia pseudoacacia,D370035,67,8,2001,2,AAKG9OAAnAAHxCIAAf,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403675_SX_2_2.png,2,7505334.8793,5797055.0832
AAKG9OAAnAAHxCIAAe,28.05.2014,Dzielnica Białołęka,robinia biała,Robinia pseudoacacia,D370034,63,8,2001,2,AAKG9OAAnAAHxCIAAe,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403675_SX_2_2.png,2,7505340.5944,5797057.4643
