id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAnAAHxDdAAO,28.05.2014,Zarząd Zieleni m.st. Warszawy,topola osika,Populus tremula,D370501,"59, 69, 72, 68",8,2001,3,AAKG9OAAnAAHxDdAAO,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S1G_3_3.png?refresh=-5562922833880658833,3,7500779.7229,5798085.3843
AAKG9OAAnAAHxC/AAU,28.05.2014,Zarząd Zieleni m.st. Warszawy,topola czarna,Populus nigra,D370588,"76, 113",18,2001,4,AAKG9OAAnAAHxC/AAU,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S1H_4_4.png?refresh=500826153187173097,4,7500812.3834,5798099.2585
AAKG9OAAnAAHxC/AAT,28.05.2014,Zarząd Zieleni m.st. Warszawy,topola czarna,Populus nigra,D370587,"101, 104, 44, 144, 98",15,2001,2,AAKG9OAAnAAHxC/AAT,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S11_2_2.png?refresh=8877155586513425134,2,7500845.835,5798117.1407
AAKG9OAAnAAHxDfAAW,28.05.2014,Dzielnica Białołęka,morwa biała,Morus alba,D370118,161,7,2001,3,AAKG9OAAnAAHxDfAAW,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S1G_3_3.png,3,7500848.5664,5798221.9283
AAKG9OAAnAAHxDjAAT,28.05.2014,Dzielnica Białołęka,morwa biała,Morus alba,D370419,120,7,2001,2,AAKG9OAAnAAHxDjAAT,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S12_2_2.png?refresh=655141312871121366,2,7500848.9924,5798227.3372
AAKG9OAAnAAHxDfAAX,28.05.2014,Dzielnica Białołęka,wierzba krucha,Salix fragilis,D370119,147,7,2001,3,AAKG9OAAnAAHxDfAAX,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S1G_3_3.png,3,7500849.7747,5798238.0924
AAKG9OAAnAAHxDfAAY,28.05.2014,Dzielnica Białołęka,topola biała,Populus alba,D370120,122,12,2001,1,AAKG9OAAnAAHxDfAAY,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S1C_1_1.png?refresh=-3769507825504033605,1,7500862.5252,5798412.7536
AAKG9OAAnAAHxC/AAV,28.05.2014,Zarząd Zieleni m.st. Warszawy,"topola czarna ""Italica""",Populus nigra 'Italica',D370589,28,12,2001,1,AAKG9OAAnAAHxC/AAV,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S1F_1_1.png?refresh=-465312186215763702,1,7500875.8069,5798124.309
AAKG9OAAnAAHxC/AAW,28.05.2014,Zarząd Zieleni m.st. Warszawy,"topola czarna ""Italica""",Populus nigra 'Italica',D370590,172,25,2001,2,AAKG9OAAnAAHxC/AAW,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S11_2_2.png,2,7500882.5536,5798123.1787
AAKG9OAAnAAHxC/AAX,28.05.2014,Zarząd Zieleni m.st. Warszawy,"topola czarna ""Italica""",Populus nigra 'Italica',D370591,266,25,2001,1,AAKG9OAAnAAHxC/AAX,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S1C_1_1.png,1,7500900.2485,5798127.3662
AAKG9OAAnAAHxDNAAf,28.05.2014,Zarząd Zieleni m.st. Warszawy,"topola czarna ""Italica""",Populus nigra 'Italica',D370167,"92, 96",10,2001,1,AAKG9OAAnAAHxDNAAf,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S1C_1_1.png,1,7500918.4015,5798161.4772
AAKG9OAAnAAHxDNAAe,28.05.2014,Zarząd Zieleni m.st. Warszawy,"topola czarna ""Italica""",Populus nigra 'Italica',D370166,"87, 150",10,2001,1,AAKG9OAAnAAHxDNAAe,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S1C_1_1.png,1,7500923.3676,5798164.5394
AAKG9OAAnAAHxDNAAd,28.05.2014,Dzielnica Białołęka,"topola czarna ""Italica""",Populus nigra 'Italica',D370165,203,25,2001,1,AAKG9OAAnAAHxDNAAd,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S1C_1_1.png,1,7501041.7792,5798190.0171
AAKG9OAAnAAHxDJAAY,28.05.2014,Zarząd Zieleni m.st. Warszawy,topola  sp.,Populus  sp.,D369850,"234, 237",25,2001,4,AAKG9OAAnAAHxDJAAY,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S17_4_4.png?refresh=-848335595743381382,4,7500782.6344,5796703.5874
AAKG9OAAnAAHxDJAAa,28.05.2014,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D369852,78,7,2001,2,AAKG9OAAnAAHxDJAAa,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S15_2_2.png?refresh=-3524460611252130529,2,7500782.6806,5796729.7173
AAKG9OAAnAAHxDJAAb,28.05.2014,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D369853,79,6,2001,2,AAKG9OAAnAAHxDJAAb,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S15_2_2.png,2,7500789.5242,5796733.041
AAKG9OAAnAAHxDJAAc,28.05.2014,Zarząd Zieleni m.st. Warszawy,głóg dwuszyjkowy,Crataegus laevigata,D369854,"41, 40",5,2001,1,AAKG9OAAnAAHxDJAAc,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S14_1_1.png?refresh=6623059556757651048,1,7500796.1747,5796741.9634
AAKG9OAAnAAHxDJAAZ,28.05.2014,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D369851,"46, 74",10,2001,3,AAKG9OAAnAAHxDJAAZ,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S16_3_3.png?refresh=-946919974022910392,3,7500806.4435,5796714.351
AAKG9OAAnAAHxC1AAa,28.05.2014,Zarząd Zieleni m.st. Warszawy,klon jesionolistny,Acer negundo,D370833,"13, 30",3,2001,1,AAKG9OAAnAAHxC1AAa,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S1B_1_1.png?refresh=4231593230250128867,1,7500431.8657,5797907.8414
AAKG9OAAnAAHxC1AAb,28.05.2014,Zarząd Zieleni m.st. Warszawy,śliwa domowa mirabelka,Prunus domestica subsp. syriaca,D370834,"28, 47, 31",3,2001,1,AAKG9OAAnAAHxC1AAb,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404122_S14_1_1.png,1,7500442.8923,5797911.7611
