id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAFAAENzpAAB,20.06.2014,Dzielnica Wawer,klon jesionolistny,Acer negundo,D383475,47,4,2001,1,AAKG9OAAFAAENzpAAB,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7404000_S11_1_1.png?refresh=-7541370719644119050,1,7515566.6401,5780689.0243
AAKG9OAAFAAENy5AAG,20.06.2014,Dzielnica Wawer,klon jesionolistny,Acer negundo,D383539,88,9,2001,1,AAKG9OAAFAAENy5AAG,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7404000_SZ_1_1.png?refresh=3869334212262930388,1,7515435.7669,5780689.5364
AAKG9OAAFAAENzpAAI,20.06.2014,Dzielnica Wawer,klon pospolity,Acer platanoides,D383482,47,7,2001,1,AAKG9OAAFAAENzpAAI,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7404000_S12_1_1.png?refresh=-1319199295722660955,1,7515549.5317,5780689.7422
AAKG9OAAFAAENzpAAF,20.06.2014,Dzielnica Wawer,leszczyna pospolita,Corylus avellana,D383479,158,13,2001,1,AAKG9OAAFAAENzpAAF,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7404000_S12_1_1.png,1,7515540.953,5780689.8671
AAKG9OAAFAAENzpAAH,20.06.2014,Dzielnica Wawer,sosna pospolita,Pinus sylvestris,D383481,96,10,2001,1,AAKG9OAAFAAENzpAAH,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7404000_S11_1_1.png,1,7515548.382,5780689.999
AAKG9OAAFAAENzpAAJ,20.06.2014,Dzielnica Wawer,klon jesionolistny,Acer negundo,D383483,"16, 15",5,2001,1,AAKG9OAAFAAENzpAAJ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7404000_S12_1_1.png,1,7515550.1239,5780691.0144
AAKG9OAAFAAENzpAAG,20.06.2014,Dzielnica Wawer,sosna pospolita,Pinus sylvestris,D383480,146,13,2001,1,AAKG9OAAFAAENzpAAG,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7404000_SZ_1_1.png,1,7515541.6481,5780693.7536
AAKG9OAAFAAENyCAAf,20.06.2014,Dzielnica Wawer,sosna pospolita,Pinus sylvestris,D383548,116,11,2001,1,AAKG9OAAFAAENyCAAf,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7404000_S12_1_1.png,1,7515419.1366,5780695.1634
AAKG9OAAFAAENyCAAg,20.06.2014,Dzielnica Wawer,brzoza brodawkowata,Betula pendula,D383549,121,12,2001,2,AAKG9OAAFAAENyCAAg,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7404000_SX_2_2.png?refresh=-1911213839252213383,2,7515424.8599,5780695.4357
AAKG9OAAFAAENzpAAK,20.06.2014,Dzielnica Wawer,sosna pospolita,Pinus sylvestris,D383484,119,12,2001,1,AAKG9OAAFAAENzpAAK,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7404000_S1C_1_1.png?refresh=-5976013325897404116,1,7515548.5053,5780696.3806
AAKG9OAAFAAENy1AAn,20.06.2014,Dzielnica Wawer,sosna pospolita,Pinus sylvestris,D383532,135,12,2001,1,AAKG9OAAFAAENy1AAn,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7404000_S12_1_1.png,1,7515468.6906,5780697.9108
