id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAnAAHxDCAAE,23.10.2013,Dzielnica Rembertów,klon jawor,Acer pseudoplatanus,D353318,46,12,2001,3,AAKG9OAAnAAHxDCAAE,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S13_3_3.png?refresh=2543264624776918046,3,7511308.5463,5790655.5159
AAKG9OAAnAAHxDKAAd,23.10.2013,Dzielnica Rembertów,klon jawor,Acer pseudoplatanus,D353319,30,12,2001,2,AAKG9OAAnAAHxDKAAd,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_SW_2_2.png?refresh=-2211701849716553964,2,7511315.7494,5790649.4572
AAKG9OAAnAAHxDaAAZ,23.10.2013,Dzielnica Rembertów,cyprysik  sp.,Chamaecyparis  sp.,D353367,168,5,2001,1,AAKG9OAAnAAHxDaAAZ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S11_1_1.png?refresh=-5455318804691209924,1,7511658.0501,5790590.9171
AAKG9OAAnAAHxDKAAe,23.10.2013,Dzielnica Rembertów,dąb szypułkowy,Quercus robur,D353320,32,14,2001,2,AAKG9OAAnAAHxDKAAe,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_SW_2_2.png,2,7511375.7713,5790595.1934
AAKG9OAAnAAHxDaAAY,23.10.2013,Dzielnica Rembertów,sumak octowiec,Rhus typhina,D353366,"207, 189",4,2001,1,AAKG9OAAnAAHxDaAAY,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S12_1_1.png?refresh=7390268524952910413,1,7511661.939,5790611.7098
AAKG9OAAFAAENUPAAF,23.10.2013,Dzielnica Rembertów,klon jesionolistny,Acer negundo,D353174,14,"2,5",2001,1,AAKG9OAAFAAENUPAAF,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S1C_1_1.png?refresh=-2349788801036144842,1,7511559.8594,5790614.7129
AAKG9OAAnAAHxDaAAX,23.10.2013,Dzielnica Rembertów,sumak octowiec,Rhus typhina,D353365,206,"1,5",2001,1,AAKG9OAAnAAHxDaAAX,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S1E_1_1.png?refresh=-5048806275450054747,1,7511662.8018,5790615.0003
AAKG9OAAnAAHxDaAAW,23.10.2013,Dzielnica Rembertów,brzoza brodawkowata,Betula pendula,D353364,"153, 201",4,2001,1,AAKG9OAAnAAHxDaAAW,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S11_1_1.png,1,7511668.5052,5790643.1512
AAKG9OAAFAAENUPAAD,23.10.2013,Dzielnica Rembertów,jarząb pospolity ,Sorbus aucuparia,D353172,15,2,2001,1,AAKG9OAAFAAENUPAAD,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S1E_1_1.png,1,7511650.7299,5790665.8103
AAKG9OAAFAAENUPAAE,23.10.2013,Dzielnica Rembertów,sumak octowiec,Rhus typhina,D353173,13,",5",2001,1,AAKG9OAAFAAENUPAAE,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S1E_1_1.png,1,7511660.4256,5790671.0407
AAKG9OAAFAAENUUAAT,23.10.2013,Dzielnica Rembertów,śliwa  sp.,Prunus  sp.(śliwa),D355209,111,5,2001,1,AAKG9OAAFAAENUUAAT,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S12_1_1.png,1,7511466.1827,5790687.0761
AAKG9OAAnAAHxDaAAV,23.10.2013,Dzielnica Rembertów,jarząb pospolity ,Sorbus aucuparia,D353363,266,4,2001,1,AAKG9OAAnAAHxDaAAV,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S11_1_1.png,1,7511689.8671,5790691.8021
AAKG9OAAnAAHxDaAAU,23.10.2013,Dzielnica Rembertów,sumak octowiec,Rhus typhina,D353362,184,3,2001,1,AAKG9OAAnAAHxDaAAU,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S11_1_1.png,1,7511690.2757,5790693.1273
AAKG9OAAnAAHxDaAAT,23.10.2013,Dzielnica Rembertów,klon pospolity,Acer platanoides,D353361,75,"2,5",2001,1,AAKG9OAAnAAHxDaAAT,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S1A_1_1.png?refresh=4890799852595684806,1,7511690.8972,5790701.6246
AAKG9OAAnAAHxDPAAH,09.03.2018,Dzielnica Rembertów,lipa drobnolistna,Tilia cordata,D353048,131,12,2001,2,AAKG9OAAnAAHxDPAAH,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_SX_2_2.png?refresh=5277539728249128043,2,7511780.8074,5790577.6413
AAKG9OAAnAAHxDDAAJ,16.03.2018,Dzielnica Rembertów,klon pospolity,Acer platanoides,D353032,38,3,2001,1,AAKG9OAAnAAHxDDAAJ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S11_1_1.png,1,7511771.1334,5790582.5516
AAKG9OAAnAAHxDPAAI,23.10.2013,Dzielnica Rembertów,klon jesionolistny,Acer negundo,D353049,"44, 35","1,5",2001,1,AAKG9OAAnAAHxDPAAI,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S1A_1_1.png,1,7511784.0329,5790588.5657
AAKG9OAAnAAHxDDAAI,16.03.2018,Dzielnica Rembertów,"klon pospolity ""Globosum""",Acer platanoides 'Globosum',D353031,57,"3,5",2001,1,AAKG9OAAnAAHxDDAAI,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_SZ_1_1.png?refresh=-5770571566153386691,1,7511772.0716,5790592.3288
AAKG9OAAnAAHxDPAAJ,23.10.2013,Dzielnica Rembertów,dąb szypułkowy,Quercus robur,D353050,"51, 42, 33","4,5",2001,1,AAKG9OAAnAAHxDPAAJ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_SZ_1_1.png,1,7511785.2084,5790594.6897
AAKG9OAAnAAHxDDAAH,30.04.2018,Dzielnica Rembertów,"klon pospolity ""Globosum""",Acer platanoides 'Globosum',D353030,48,4,2001,2,AAKG9OAAnAAHxDDAAH,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_SX_2_2.png,2,7511773.7077,5790597.4944
AAKG9OAAnAAHxDDAAC,16.03.2018,Dzielnica Rembertów,"klon pospolity ""Globosum""",Acer platanoides 'Globosum',D353025,49,4,2001,1,AAKG9OAAnAAHxDDAAC,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S1C_1_1.png,1,7511775.0627,5790605.5371
AAKG9OAAnAAHxDDAAB,16.03.2018,Dzielnica Rembertów,klon pospolity,Acer platanoides,D353024,48,4,2001,1,AAKG9OAAnAAHxDDAAB,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S12_1_1.png,1,7511776.602,5790612.986
AAKG9OAAnAAHxDDAAD,16.03.2018,Dzielnica Rembertów,"klon pospolity ""Globosum""",Acer platanoides 'Globosum',D353026,42,3,2001,1,AAKG9OAAnAAHxDDAAD,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S1C_1_1.png,1,7511777.6462,5790616.8253
AAKG9OAAnAAHxDDAAA,16.03.2018,Dzielnica Rembertów,"klon pospolity ""Globosum""",Acer platanoides 'Globosum',D353023,54,"3,5",2001,1,AAKG9OAAnAAHxDDAAA,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_SZ_1_1.png,1,7511777.8196,5790620.7996
AAKG9OAAnAAHxDDAAE,16.03.2018,Dzielnica Rembertów,sumak octowiec,Rhus typhina,D353027,53,"2,5",2001,1,AAKG9OAAnAAHxDDAAE,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S1C_1_1.png,1,7511779.4656,5790621.7629
AAKG9OAAFAAENUfAAU,23.10.2013,Zarząd Zieleni m.st. Warszawy,brzoza brodawkowata,Betula pendula,D353204,79,14,2001,1,AAKG9OAAFAAENUfAAU,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S12_1_1.png,1,7512201.8133,5790621.9639
AAKG9OAAFAAENUfAAV,23.10.2013,Zarząd Zieleni m.st. Warszawy,brzoza brodawkowata,Betula pendula,D353205,89,15,2001,1,AAKG9OAAFAAENUfAAV,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_SZ_1_1.png,1,7512198.5543,5790625.0161
AAKG9OAAnAAHxDDAAF,16.03.2018,Dzielnica Rembertów,sumak octowiec,Rhus typhina,D353028,25,"2,5",2001,1,AAKG9OAAnAAHxDDAAF,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S12_1_1.png,1,7511779.9541,5790628.1587
AAKG9OAAnAAHxD+AAl,16.03.2018,Dzielnica Rembertów,"klon pospolity ""Globosum""",Acer platanoides 'Globosum',D353022,48,"3,5",2001,1,AAKG9OAAnAAHxD+AAl,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S12_1_1.png,1,7511780.0843,5790631.174
AAKG9OAAFAAENUfAAW,23.10.2013,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D353206,114,18,2001,3,AAKG9OAAFAAENUfAAW,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S13_3_3.png,3,7512182.552,5790633.4274
AAKG9OAAnAAHxD+AAk,16.03.2018,Dzielnica Rembertów,klon pospolity,Acer platanoides,D353021,54,4,2001,1,AAKG9OAAnAAHxD+AAk,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S12_1_1.png,1,7511782.0308,5790640.7253
AAKG9OAAnAAHxDPAAK,23.10.2013,Dzielnica Rembertów,lipa drobnolistna,Tilia cordata,D353051,"78, 92",8,2001,1,AAKG9OAAnAAHxDPAAK,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_SZ_1_1.png,1,7511795.2926,5790648.2474
AAKG9OAAnAAHxDPAAL,23.10.2013,Dzielnica Rembertów,kasztanowiec pospolity,Aesculus hippocastanum,D353052,67,"8,5",2001,1,AAKG9OAAnAAHxDPAAL,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_SZ_1_1.png,1,7511795.6519,5790651.4462
AAKG9OAAnAAHxD+AAj,16.03.2018,Dzielnica Rembertów,"klon pospolity ""Globosum""",Acer platanoides 'Globosum',D353020,39,"3,5",2001,1,AAKG9OAAnAAHxD+AAj,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S12_1_1.png,1,7511784.4294,5790652.6066
AAKG9OAAnAAHxDPAAM,23.10.2013,Dzielnica Rembertów,sosna pospolita,Pinus sylvestris,D353053,69,"2,5",2001,1,AAKG9OAAnAAHxDPAAM,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403832_S1A_1_1.png,1,7511798.3225,5790664.4706
