id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAnAAHxCDAAX,20.06.2014,Dzielnica Wawer,dąb szypułkowy,Quercus robur,D377107,142,17,2001,3,AAKG9OAAnAAHxCDAAX,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403920_S10_3_3.png?refresh=7217613797787770871,3,7513147.9418,5786276.2055
AAKG9OAAnAAHxC2AAd,20.06.2014,Dzielnica Wawer,sosna pospolita,Pinus sylvestris,D377095,108,17,2001,1,AAKG9OAAnAAHxC2AAd,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403920_S12_1_1.png?refresh=-3627627178381600307,1,7513093.0621,5786280.2662
AAKG9OAAnAAHxCDAAY,20.06.2014,Dzielnica Wawer,dąb szypułkowy,Quercus robur,D377108,120,17,2001,3,AAKG9OAAnAAHxCDAAY,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403920_S10_3_3.png,3,7513147.889,5786283.2434
AAKG9OAAnAAHxCDAAZ,20.06.2014,Dzielnica Wawer,świerk pospolity,Picea abies,D377109,"33, 13",5,2001,1,AAKG9OAAnAAHxCDAAZ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403920_S11_1_1.png?refresh=1601568764836367063,1,7513148.6298,5786287.6884
AAKG9OAAnAAHxCDAAa,20.06.2014,Dzielnica Wawer,świerk pospolity,Picea abies,D377110,38,6,2001,1,AAKG9OAAnAAHxCDAAa,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403920_S11_1_1.png,1,7513147.0952,5786293.7738
AAKG9OAAnAAHxC2AAh,20.06.2014,Dzielnica Wawer,dąb szypułkowy,Quercus robur,D377099,86,8,2001,2,AAKG9OAAnAAHxC2AAh,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403920_SX_2_2.png?refresh=2052980127552651399,2,7513232.1245,5786297.3138
AAKG9OAAnAAHxCDAAb,20.06.2014,Dzielnica Wawer,sosna pospolita,Pinus sylvestris,D377111,"68, 51",6,2001,1,AAKG9OAAnAAHxCDAAb,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403920_S1C_1_1.png?refresh=-4362076068990293562,1,7513146.9364,5786300.4943
AAKG9OAAnAAHxC2AAi,20.06.2014,Dzielnica Wawer,dąb szypułkowy,Quercus robur,D377100,82,10,2001,2,AAKG9OAAnAAHxC2AAi,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403920_SY_2_2.png?refresh=528069620256944601,2,7513229.1613,5786300.6213
AAKG9OAAnAAHxCDAAS,20.06.2014,Dzielnica Wawer,dąb szypułkowy,Quercus robur,D377102,96,12,2001,1,AAKG9OAAnAAHxCDAAS,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403920_SZ_1_1.png?refresh=-1120251671276849871,1,7513224.3193,5786301.5473
AAKG9OAAnAAHxCDAAR,20.06.2014,Dzielnica Wawer,grusza pospolita,Pyrus pyraster,D377101,55,5,2001,1,AAKG9OAAnAAHxCDAAR,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403920_S12_1_1.png,1,7513227.7324,5786302.1292
