id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAnAAH5PvAAP,27.09.2018,Zarząd Zieleni m.st. Warszawy,platan klonolistny,Platanus x hispanica,D589761,,4,2001,1,AAKG9OAAnAAH5PvAAP,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403611_S11_1_1.png?refresh=-3699198360416742161,1,7505019.1376,5780613.4063
AAKG9OAAnAAF0KFAAD,05.04.2012,Dzielnica Ursynów,dąb szypułkowy,Quercus robur,D218645,86,13,2001,3,AAKG9OAAnAAF0KFAAD,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403611_S16_3_3.png?refresh=-5827261486671347228,3,7504724.9727,5778771.4941
AAKG9OAAnAAF0KFAAC,05.04.2012,Dzielnica Ursynów,wiąz szypułkowy,Ulmus laevis ,D218644,107,16,2001,3,AAKG9OAAnAAF0KFAAC,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403611_S16_3_3.png,3,7504728.6034,5778766.8273
AAKG9OAAFAAD7bfAAO,04.07.2012,Dzielnica Wilanów,robinia biała,Robinia pseudoacacia,D267670,129,15,2001,2,AAKG9OAAFAAD7bfAAO,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403611_SX_2_2.png?refresh=2631578820295422424,2,7504734.2849,5778777.7754
AAKG9OAAnAAF0KFAAB,05.04.2012,Dzielnica Ursynów,robinia biała,Robinia pseudoacacia,D218643,27,5,2001,1,AAKG9OAAnAAF0KFAAB,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403612_S1C_1_1.png?refresh=1160051197020415609,1,7504734.9766,5778774.5252
AAKG9OAAFAAD7bfAAN,04.07.2012,Dzielnica Wilanów,robinia biała,Robinia pseudoacacia,D267669,109,10,2001,2,AAKG9OAAFAAD7bfAAN,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403612_SY_2_2.png?refresh=-487633395543334325,2,7504737.8269,5778770.087
AAKG9OAAFAAD7bfAAM,04.07.2012,Dzielnica Wilanów,robinia biała,Robinia pseudoacacia,D267668,53,5,2001,1,AAKG9OAAFAAD7bfAAM,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403613_SZ_1_1.png?refresh=-1602211431658064881,1,7504741.1817,5778765.8775
AAKG9OAAFAAD7bfAAL,04.07.2012,Dzielnica Wilanów,klon pospolity,Acer platanoides,D267667,45,9,2001,2,AAKG9OAAFAAD7bfAAL,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403613_SX_2_2.png?refresh=-4553108665655039543,2,7504747.8485,5778753.842
AAKG9OAAFAAD7bfAAK,04.07.2012,Dzielnica Wilanów,robinia biała,Robinia pseudoacacia,D267666,"18, 10",4,2001,1,AAKG9OAAFAAD7bfAAK,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403613_SZ_1_1.png,1,7504751.3004,5778744.6427
AAKG9OAAnAAF0KFAAA,05.04.2012,Dzielnica Ursynów,robinia biała,Robinia pseudoacacia,D218642,148,16,2001,3,AAKG9OAAnAAF0KFAAA,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403613_S13_3_3.png?refresh=-6797681440370011685,3,7504752.4513,5778740.9807
