id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAnAAF7GEAAG,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon srebrzysty,Acer saccharinum,D320810,244,18,2001,2,AAKG9OAAnAAF7GEAAG,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S12_2_2.png?refresh=7201251702111003746,2,7492953.4071,5788582.9007
AAKG9OAAnAAF7GEAAH,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon srebrzysty,Acer saccharinum,D320811,155,14,2001,1,AAKG9OAAnAAF7GEAAH,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S1C_1_1.png?refresh=-4761892467737924545,1,7492954.1871,5788551.8262
AAKG9OAAnAAF7GEAAI,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon srebrzysty,Acer saccharinum,D320812,215,18,2001,2,AAKG9OAAnAAF7GEAAI,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S12_2_2.png,2,7492954.953,5788510.3322
AAKG9OAAnAAF7G/AAd,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon srebrzysty,Acer saccharinum,D320795,174,16,2001,2,AAKG9OAAnAAF7G/AAd,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S12_2_2.png,2,7492963.4137,5788661.3916
AAKG9OAAnAAF7G/AAc,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon srebrzysty,Acer saccharinum,D320794,154,15,2001,1,AAKG9OAAnAAF7G/AAc,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S1C_1_1.png,1,7492964.0266,5788641.3759
AAKG9OAAnAAF7GMAAE,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon srebrzysty,Acer saccharinum,D320793,128,16,2001,3,AAKG9OAAnAAF7GMAAE,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S1G_3_3.png?refresh=-1493334378991271374,3,7492964.1961,5788631.5052
AAKG9OAAnAAF7G/AAa,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon srebrzysty,Acer saccharinum,D320792,195,17,2001,2,AAKG9OAAnAAF7G/AAa,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S12_2_2.png,2,7492967.6186,5788557.4734
AAKG9OAAnAAF7G/AAY,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon srebrzysty,Acer saccharinum,D320790,119,15,2001,1,AAKG9OAAnAAF7G/AAY,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S1C_1_1.png,1,7492968.1462,5788509.7655
AAKG9OAAnAAF7G/AAZ,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon srebrzysty,Acer saccharinum,D320791,138,15,2001,2,AAKG9OAAnAAF7G/AAZ,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S11_2_2.png?refresh=-3127151069712478372,2,7492968.4683,5788542.9863
AAKG9OAAnAAF7G/AAe,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon jawor,Acer pseudoplatanus,D320796,44,12,2001,1,AAKG9OAAnAAF7G/AAe,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S1B_1_1.png?refresh=7941433934864020027,1,7492974.6129,5788644.194
AAKG9OAAnAAF7G/AAS,10.04.2013,Dzielnica Bemowo,klon srebrzysty,Acer saccharinum,D320784,"110, 48, 46, 58, 58",15,2001,2,AAKG9OAAnAAF7G/AAS,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S11_2_2.png,2,7492983.014,5788494.7557
AAKG9OAAnAAF7G/AAX,10.04.2013,Dzielnica Bemowo,klon jawor,Acer pseudoplatanus,D320789,102,11,2001,1,AAKG9OAAnAAF7G/AAX,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S1C_1_1.png,1,7492986.7014,5788510.8357
AAKG9OAAnAAF7G/AAT,10.04.2013,Dzielnica Bemowo,lipa drobnolistna,Tilia cordata,D320785,4,1.7999999523,2001,1,AAKG9OAAnAAF7G/AAT,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S1E_1_1.png?refresh=-8628570947887249048,1,7492990.9399,5788495.2471
AAKG9OAAnAAF7G/AAW,10.04.2013,Dzielnica Bemowo,klon jawor,Acer pseudoplatanus,D320788,"57, 82, 45",13,2001,1,AAKG9OAAnAAF7G/AAW,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S1C_1_1.png,1,7492991.0996,5788511.0124
AAKG9OAAnAAF7G/AAU,10.04.2013,Dzielnica Bemowo,śliwa  sp.,Prunus  sp.(śliwa),D320786,"30, 37, 26",7,2001,1,AAKG9OAAnAAF7G/AAU,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S14_1_1.png?refresh=-424984225120369764,1,7492994.4659,5788494.0538
AAKG9OAAnAAF7G/AAV,10.04.2013,Dzielnica Bemowo,klon jawor,Acer pseudoplatanus,D320787,"34, 36, 30",10,2001,1,AAKG9OAAnAAF7G/AAV,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S14_1_1.png,1,7492996.781,5788511.4611
AAKG9OAAnAAF7GIAAl,10.04.2013,Dzielnica Bemowo,sosna  sp.,Pinus  sp.,D320879,3,1.2999999523,2001,1,AAKG9OAAnAAF7GIAAl,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403480_S1E_1_1.png,1,7493002.2506,5788491.5751
