id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAnAAF7G9AAa,07.05.2013,Dzielnica Ursus,jesion wyniosły,Fraxinus excelsior,D322833,117,11,2001,2,AAKG9OAAnAAF7G9AAa,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403492_S15_2_2.png?refresh=-1179320893770347600,2,7492270.1688,5784702.175
AAKG9OAAnAAF7HAAAk,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D323314,147,15,2001,1,AAKG9OAAnAAF7HAAAk,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403492_S1C_1_1.png?refresh=-6889167472116570637,1,7492932.9467,5784674.8897
AAKG9OAAnAAF7HAAAa,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D323304,88,13,2001,1,AAKG9OAAnAAF7HAAAa,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403492_S1C_1_1.png,1,7492911.6769,5784677.5729
AAKG9OAAnAAF7IFAAm,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa drobnolistna,Tilia cordata,D324337,82,11,2001,2,AAKG9OAAnAAF7IFAAm,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403492_S11_2_2.png?refresh=286041620459244494,2,7492996.9084,5784678.0919
AAKG9OAAnAAF7H7AAe,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D323291,95,10,2001,1,AAKG9OAAnAAF7H7AAe,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S1C_1_1.png?refresh=-5604459409245262494,1,7492916.6773,5784679.4404
AAKG9OAAnAAF7HAAAj,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D323313,107,15,2001,2,AAKG9OAAnAAF7HAAAj,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S11_2_2.png?refresh=-4836648081192025067,2,7492933.687,5784679.7365
AAKG9OAAnAAF7HAAAZ,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D323303,105,13,2001,1,AAKG9OAAnAAF7HAAAZ,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S1C_1_1.png,1,7492913.5187,5784682.9664
AAKG9OAAnAAF7H7AAf,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D323292,"84, 30",10,2001,1,AAKG9OAAnAAF7H7AAf,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S14_1_1.png?refresh=-103195724932071036,1,7492918.0607,5784685.1091
AAKG9OAAnAAF7HAAAY,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D323302,20,5,2001,1,AAKG9OAAnAAF7HAAAY,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S1B_1_1.png?refresh=-7652070219371966703,1,7492915.3617,5784689.2747
AAKG9OAAnAAF7H7AAg,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D323293,"50, 130",12,2001,1,AAKG9OAAnAAF7H7AAg,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S14_1_1.png,1,7492919.1227,5784690.2292
AAKG9OAAnAAF7H/AAC,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D323301,20,5,2001,1,AAKG9OAAnAAF7H/AAC,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S1F_1_1.png?refresh=-6543799423745644858,1,7492916.0092,5784693.2983
AAKG9OAAnAAF7IJAAA,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa drobnolistna,Tilia cordata,D324338,165,10,2001,2,AAKG9OAAnAAF7IJAAA,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S11_2_2.png,2,7492970.754,5784695.1411
AAKG9OAAnAAF7HAAAi,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa drobnolistna,Tilia cordata,D323312,120,15,2001,2,AAKG9OAAnAAF7HAAAi,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S11_2_2.png,2,7492936.414,5784695.2358
AAKG9OAAnAAF7H7AAh,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D323294,154,11,2001,1,AAKG9OAAnAAF7H7AAh,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S1C_1_1.png,1,7492919.7298,5784698.2322
AAKG9OAAnAAF7H/AAB,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D323300,23,5,2001,1,AAKG9OAAnAAF7H/AAB,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S1F_1_1.png,1,7492916.4757,5784698.5566
AAKG9OAAnAAF7IdAAE,07.05.2013,Zarząd Zieleni m.st. Warszawy,jesion  sp.,Fraxinus  sp.,D324109,96,10,2001,1,AAKG9OAAnAAF7IdAAE,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S1C_1_1.png,1,7492991.8042,5784699.5466
AAKG9OAAnAAF7HAAAh,07.05.2013,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D323311,121,15,2001,1,AAKG9OAAnAAF7HAAAh,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S1C_1_1.png,1,7492938.7172,5784702.4582
AAKG9OAAnAAF7JIAAY,07.05.2013,Zarząd Zieleni m.st. Warszawy,robinia  sp.,Robinia  sp.,D326288,10,2.5,2001,1,AAKG9OAAnAAF7JIAAY,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403493_S1D_1_1.png?refresh=6476179578520221535,1,7492077.8305,5784668.1792
