id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAnAAF1ObAAk,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264241,11,2,2001,1,AAKG9OAAnAAF1ObAAk,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png?refresh=-4791806422904835987,1,7506080.9006,5781712.9828
AAKG9OAAnAAF1ObAAj,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264240,10,2,2001,1,AAKG9OAAnAAF1ObAAj,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.0341,5781716.3232
AAKG9OAAFAAD7bKAAP,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264319,11,2,2001,1,AAKG9OAAFAAD7bKAAP,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.2141,5781719.3438
AAKG9OAAnAAF1OnAAM,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264255,11,2,2001,1,AAKG9OAAnAAF1OnAAM,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506073.2287,5781722.0792
AAKG9OAAnAAF1OnAAL,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264254,11,2,2001,1,AAKG9OAAnAAF1OnAAL,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506073.1326,5781725.2827
AAKG9OAAFAAD7bKAAO,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264318,10,2,2001,1,AAKG9OAAFAAD7bKAAO,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506080.8794,5781730.1883
AAKG9OAAFAAD7bKAAN,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264317,10,2,2001,1,AAKG9OAAFAAD7bKAAN,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.1057,5781733.0256
AAKG9OAAFAAD7bKAAM,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264316,11,2,2001,1,AAKG9OAAFAAD7bKAAM,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.1018,5781736.2285
AAKG9OAAFAAD7bKAAL,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264315,12,2,2001,1,AAKG9OAAFAAD7bKAAL,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.0987,5781738.791
AAKG9OAAFAAD7bKAAK,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264314,11,2,2001,1,AAKG9OAAFAAD7bKAAK,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.0948,5781741.9487
AAKG9OAAFAAD7bKAAJ,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264313,11,2,2001,1,AAKG9OAAFAAD7bKAAJ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.2285,5781745.2431
AAKG9OAAnAAF1OnAAF,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264248,11,2,2001,1,AAKG9OAAnAAF1OnAAF,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506073.2422,5781748.2537
AAKG9OAAFAAD7bKAAI,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264312,11,2,2001,1,AAKG9OAAFAAD7bKAAI,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.6366,5781748.6299
AAKG9OAAFAAD7bKAAH,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264311,9,2,2001,1,AAKG9OAAFAAD7bKAAH,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.4502,5781751.3754
AAKG9OAAnAAF1OnAAE,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264247,11,2,2001,1,AAKG9OAAnAAF1OnAAE,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506073.0551,5781751.4564
AAKG9OAAFAAD7bKAAG,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264310,10,2,2001,1,AAKG9OAAFAAD7bKAAG,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.352,5781756.2255
AAKG9OAAFAAD7bKAAF,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264309,10,2,2001,1,AAKG9OAAFAAD7bKAAF,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.8533,5781759.475
AAKG9OAAFAAD7bKAAA,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264304,11,2,2001,1,AAKG9OAAFAAD7bKAAA,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506073.1336,5781762.1641
AAKG9OAAFAAD7bKAAE,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264308,9,2,2001,1,AAKG9OAAFAAD7bKAAE,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.6166,5781765.0115
AAKG9OAAnAAF1OjAAI,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264239,11,2,2001,1,AAKG9OAAnAAF1OjAAI,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506073.4966,5781765.2761
AAKG9OAAFAAD7bKAAD,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264307,11,2,2001,1,AAKG9OAAFAAD7bKAAD,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.5673,5781768.1684
AAKG9OAAnAAF1OjAAH,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264238,12,2,2001,1,AAKG9OAAnAAF1OjAAH,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506073.1716,5781768.7533
AAKG9OAAnAAF1OjAAG,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264237,12,2,2001,1,AAKG9OAAnAAF1OjAAG,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506073.5803,5781771.7281
AAKG9OAAFAAD7bKAAC,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264306,9,"1,7999999523",2001,1,AAKG9OAAFAAD7bKAAC,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.5165,5781771.9666
AAKG9OAAFAAD7bKAAB,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264305,10,"1,7999999523",2001,1,AAKG9OAAFAAD7bKAAB,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.4657,5781775.8101
AAKG9OAAnAAF1OjAAF,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264236,10,2,2001,1,AAKG9OAAnAAF1OjAAF,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506073.5737,5781777.1276
AAKG9OAAnAAF1OjAAE,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264235,10,2,2001,1,AAKG9OAAnAAF1OjAAE,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506073.6169,5781779.4613
AAKG9OAAnAAF1OjAAD,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264234,10,2,2001,1,AAKG9OAAnAAF1OjAAD,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506073.4762,5781782.0235
AAKG9OAAnAAF1OjAAC,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264233,9,2,2001,1,AAKG9OAAnAAF1OjAAC,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506073.289,5781785.3636
AAKG9OAAnAAF1OjAAA,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264231,10,2,2001,1,AAKG9OAAnAAF1OjAAA,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506081.999,5781789.9503
AAKG9OAAnAAF1OXAAj,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264230,10,2,2001,1,AAKG9OAAnAAF1OXAAj,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506082.0421,5781792.4669
AAKG9OAAFAAD7b5AAV,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264275,11,2,2001,1,AAKG9OAAFAAD7b5AAV,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506071.9927,5781644.7443
AAKG9OAAFAAD7b5AAU,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264274,10,2,2001,1,AAKG9OAAFAAD7b5AAU,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.3099,5781647.7192
AAKG9OAAFAAD7b5AAT,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264273,12,2,2001,1,AAKG9OAAFAAD7b5AAT,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.3069,5781650.2822
AAKG9OAAFAAD7b5AAS,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264272,10,2,2001,1,AAKG9OAAFAAD7b5AAS,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.6231,5781654.5382
AAKG9OAAFAAD7b5AAR,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264271,11,2,2001,1,AAKG9OAAFAAD7b5AAR,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.2524,5781657.5122
AAKG9OAAFAAD7bKAAQ,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264320,7,"1,7999999523",2001,1,AAKG9OAAFAAD7bKAAQ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506080.3259,5781657.8421
AAKG9OAAFAAD7b5AAQ,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264270,11,2,2001,1,AAKG9OAAFAAD7b5AAQ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.1112,5781660.5317
AAKG9OAAFAAD7bKAAR,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264321,8,"1,7999999523",2001,1,AAKG9OAAFAAD7bKAAR,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506080.3217,5781661.2737
AAKG9OAAFAAD7b5AAP,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264269,10,2,2001,1,AAKG9OAAFAAD7b5AAP,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.7039,5781663.3242
AAKG9OAAFAAD7bKAAV,04.07.2012,Dzielnica Wilanów,świerk kłujący,Picea pungens,D264325,64,5,2001,1,AAKG9OAAFAAD7bKAAV,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S11_1_1.png?refresh=-2491355772097675569,1,7506083.9891,5781663.5667
AAKG9OAAFAAD7bKAAS,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264322,9,2,2001,1,AAKG9OAAFAAD7bKAAS,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506080.3178,5781664.3855
AAKG9OAAnAAF1OnAAZ,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264268,9,2,2001,1,AAKG9OAAnAAF1OnAAZ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.655,5781666.1613
AAKG9OAAFAAD7bKAAT,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264323,10,2,2001,1,AAKG9OAAFAAD7bKAAT,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506080.1313,5781667.1309
AAKG9OAAFAAD7bKAAU,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264324,8,"1,7999999523",2001,1,AAKG9OAAFAAD7bKAAU,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506080.2648,5781670.5175
AAKG9OAAnAAF1OnAAY,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264267,9,2,2001,1,AAKG9OAAnAAF1OnAAY,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.5098,5781672.2466
AAKG9OAAnAAF1OnAAX,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264266,10,2,2001,1,AAKG9OAAnAAF1OnAAX,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.414,5781675.2667
AAKG9OAAnAAF1OnAAW,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264265,10,2,2001,1,AAKG9OAAnAAF1OnAAW,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.4106,5781678.0124
AAKG9OAAFAAD7bKAAW,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264326,9,"1,7999999523",2001,1,AAKG9OAAFAAD7bKAAW,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506080.5288,5781679.807
AAKG9OAAnAAF1OnAAV,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264264,9,2,2001,1,AAKG9OAAnAAF1OnAAV,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.4993,5781680.8036
AAKG9OAAFAAD7bKAAX,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264327,8,"1,7999999523",2001,1,AAKG9OAAFAAD7bKAAX,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506080.4331,5781682.5526
AAKG9OAAnAAF1OnAAU,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264263,10,2,2001,1,AAKG9OAAnAAF1OnAAU,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.4955,5781683.9154
AAKG9OAAnAAF1OsAAN,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264328,10,2,2001,1,AAKG9OAAnAAF1OsAAN,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506080.2464,5781685.572
AAKG9OAAnAAF1OnAAT,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264262,10,2,2001,1,AAKG9OAAnAAF1OnAAT,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.8115,5781687.8966
AAKG9OAAnAAF1OnAAS,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264261,10,2,2001,1,AAKG9OAAnAAF1OnAAS,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.4848,5781692.7471
AAKG9OAAnAAF1OnAAR,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264260,11,2,2001,1,AAKG9OAAnAAF1OnAAR,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.8934,5781695.722
AAKG9OAAnAAF1OnAAQ,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264259,11,2,2001,1,AAKG9OAAnAAF1OnAAQ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.7069,5781698.5589
AAKG9OAAnAAF1OnAAA,04.07.2012,Dzielnica Wilanów,sosna wejmutka,Pinus strobus,D264243,24,3,2001,1,AAKG9OAAnAAF1OnAAA,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1A_1_1.png?refresh=1775310229374301078,1,7506085.8708,5781700.2676
AAKG9OAAnAAF1OnAAC,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264245,9,"1,7999999523",2001,1,AAKG9OAAnAAF1OnAAC,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506080.7319,5781701.131
AAKG9OAAnAAF1OnAAP,04.07.2012,Dzielnica Wilanów,wiśnia pospolita,Prunus cerasus,D264258,9,2,2001,1,AAKG9OAAnAAF1OnAAP,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403713_S1E_1_1.png,1,7506072.5648,5781702.1737
