id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAFAAENKcAAD,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon jesionolistny,Acer negundo,D316528,43,8,2001,1,AAKG9OAAFAAENKcAAD,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1F_1_1.png?refresh=-9052085058693631458,1,7491785.2348,5792568.8503
AAKG9OAAFAAENKcAAC,10.04.2013,Zarząd Zieleni m.st. Warszawy,robinia  sp.,Robinia  sp.,D316527,"143, 72",17,2001,2,AAKG9OAAFAAENKcAAC,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S11_2_2.png?refresh=-3147833277283873813,2,7491831.8513,5792524.3922
AAKG9OAAFAAENKcAAB,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D316526,160,12,2001,1,AAKG9OAAFAAENKcAAB,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S14_1_1.png?refresh=-870589662331362081,1,7491939.5303,5792421.8446
AAKG9OAAFAAENKcAAA,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D316525,191,16,2001,2,AAKG9OAAFAAENKcAAA,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S11_2_2.png,2,7491946.2133,5792421.6515
AAKG9OAAFAAENKYAAn,10.04.2013,Zarząd Zieleni m.st. Warszawy,dąb czerwony,Quercus rubra,D316524,229,18,2001,2,AAKG9OAAFAAENKYAAn,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S11_2_2.png,2,7491950.2404,5792420.914
AAKG9OAAFAAENKYAAm,10.04.2013,Zarząd Zieleni m.st. Warszawy,wiąz szypułkowy,Ulmus laevis ,D316523,53,13,2001,1,AAKG9OAAFAAENKYAAm,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S14_1_1.png,1,7491956.8462,5792429.4878
AAKG9OAAFAAENKYAAl,10.04.2013,Zarząd Zieleni m.st. Warszawy,wiąz szypułkowy,Ulmus laevis ,D316522,"33, 38",10,2001,1,AAKG9OAAFAAENKYAAl,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1B_1_1.png?refresh=-2057946766121571301,1,7491962.7962,5792428.9301
AAKG9OAAFAAENKYAAk,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon jesionolistny,Acer negundo,D316521,"46, 51, 52, 36",13,2001,1,AAKG9OAAFAAENKYAAk,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S14_1_1.png,1,7491983.5743,5792426.3394
AAKG9OAAFAAENKYAAg,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D316517,146,15,2001,1,AAKG9OAAFAAENKYAAg,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1C_1_1.png?refresh=1664237772785841569,1,7491989.7811,5792414.7315
AAKG9OAAFAAENKYAAj,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon jesionolistny,Acer negundo,D316520,42,10,2001,1,AAKG9OAAFAAENKYAAj,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1B_1_1.png,1,7491992.4523,5792424.8636
AAKG9OAAFAAENKYAAi,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D316519,45,10,2001,1,AAKG9OAAFAAENKYAAi,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1F_1_1.png,1,7492000.234,5792424.6688
AAKG9OAAFAAENKYAAh,10.04.2013,Zarząd Zieleni m.st. Warszawy,wiąz szypułkowy,Ulmus laevis ,D316518,85,12,2001,1,AAKG9OAAFAAENKYAAh,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S14_1_1.png,1,7492016.7084,5792421.7194
AAKG9OAAFAAENKYAAf,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D316516,165,14,2001,2,AAKG9OAAFAAENKYAAf,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S15_2_2.png?refresh=5610107835649995155,2,7492019.529,5792410.848
AAKG9OAAFAAENKYAAd,10.04.2013,Zarząd Zieleni m.st. Warszawy,wiąz syberyjski,Ulmus pumila,D316514,"85, 28",13,2001,1,AAKG9OAAFAAENKYAAd,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1B_1_1.png,1,7492025.4049,5792420.9751
AAKG9OAAFAAENKYAAc,10.04.2013,Zarząd Zieleni m.st. Warszawy,wiąz syberyjski,Ulmus pumila,D316513,58,10,2001,1,AAKG9OAAFAAENKYAAc,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1F_1_1.png,1,7492029.7985,5792420.4199
AAKG9OAAFAAENKYAAe,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D316515,180,17,2001,1,AAKG9OAAFAAENKYAAe,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1C_1_1.png,1,7492030.5131,5792409.5519
AAKG9OAAFAAENKYAAb,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D316512,16,6,2001,1,AAKG9OAAFAAENKYAAb,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1F_1_1.png,1,7492031.8124,5792420.4166
AAKG9OAAFAAENKQAAO,10.04.2013,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D316511,33,8,2001,1,AAKG9OAAFAAENKQAAO,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1F_1_1.png,1,7492034.0097,5792420.4131
AAKG9OAAFAAENKQAAN,10.04.2013,Zarząd Zieleni m.st. Warszawy,wiąz szypułkowy,Ulmus laevis ,D316510,53,13,2001,1,AAKG9OAAFAAENKQAAN,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1B_1_1.png,1,7492034.5589,5792420.2299
AAKG9OAAFAAENKQAAM,10.04.2013,Zarząd Zieleni m.st. Warszawy,wiąz szypułkowy,Ulmus laevis ,D316509,47,9,2001,1,AAKG9OAAFAAENKQAAM,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1F_1_1.png,1,7492040.5083,5792419.3071
AAKG9OAAFAAENKQAAL,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon srebrzysty,Acer saccharinum,D316508,145,15,2001,1,AAKG9OAAFAAENKQAAL,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1C_1_1.png,1,7492168.3915,5792294.1736
AAKG9OAAFAAENKQAAK,10.04.2013,Zarząd Zieleni m.st. Warszawy,klon srebrzysty,Acer saccharinum,D316507,"114, 184",16,2001,1,AAKG9OAAFAAENKQAAK,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1C_1_1.png,1,7492173.961,5792284.3924
AAKG9OAAFAAENKQAAJ,10.04.2013,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D316506,42,8,2001,1,AAKG9OAAFAAENKQAAJ,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1B_1_1.png,1,7492214.7317,5792244.6024
AAKG9OAAFAAENKQAAI,10.04.2013,Zarząd Zieleni m.st. Warszawy,morwa  sp.,Morus  sp.,D316505,131,5,2001,1,AAKG9OAAFAAENKQAAI,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1B_1_1.png,1,7492309.5158,5792201.5312
AAKG9OAAFAAENKQAAH,10.04.2013,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D316504,118,17,2001,1,AAKG9OAAFAAENKQAAH,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S14_1_1.png,1,7492335.2392,5792198.9341
AAKG9OAAFAAENKQAAG,10.04.2013,Zarząd Zieleni m.st. Warszawy,robinia  sp.,Robinia  sp.,D316503,10,3,2001,1,AAKG9OAAFAAENKQAAG,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1F_1_1.png,1,7492418.8548,5792155.4256
AAKG9OAAFAAENKQAAF,10.04.2013,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D316502,73,9,2001,1,AAKG9OAAFAAENKQAAF,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1B_1_1.png,1,7492493.3235,5792116.6803
AAKG9OAAFAAENKQAAE,10.04.2013,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D316501,84,8,2001,1,AAKG9OAAFAAENKQAAE,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1B_1_1.png,1,7492535.2243,5792095.1551
AAKG9OAAFAAENKQAAD,10.04.2013,Zarząd Zieleni m.st. Warszawy,wiąz  sp.,Ulmus  sp.,D316500,15,3,2001,1,AAKG9OAAFAAENKQAAD,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1F_1_1.png,1,7492611.2298,5792042.0706
AAKG9OAAFAAENKQAAB,10.04.2013,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D316498,90,10,2001,1,AAKG9OAAFAAENKQAAB,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S14_1_1.png,1,7492647.387,5792036.1722
AAKG9OAAFAAENKQAAA,10.04.2013,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D316497,68,10,2001,1,AAKG9OAAFAAENKQAAA,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1B_1_1.png,1,7492651.9621,5792034.0646
AAKG9OAAFAAENK0AAj,10.04.2013,Dzielnica Bemowo,jarząb pospolity ,Sorbus aucuparia,D316838,"12, 10, 5, 11",6,2001,1,AAKG9OAAFAAENK0AAj,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1F_1_1.png,1,7492971.6179,5792114.2885
AAKG9OAAFAAENK0AAi,10.04.2013,Dzielnica Bemowo,jarząb pospolity ,Sorbus aucuparia,D316837,"21, 21",6,2001,1,AAKG9OAAFAAENK0AAi,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1B_1_1.png,1,7492973.3594,5792115.9298
AAKG9OAAFAAENK0AAh,10.04.2013,Dzielnica Bemowo,dąb czerwony,Quercus rubra,D316836,30,8,2001,1,AAKG9OAAFAAENK0AAh,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1F_1_1.png,1,7492976.1059,5792115.5606
AAKG9OAAFAAENK0AAg,10.04.2013,Dzielnica Bemowo,jarząb pospolity ,Sorbus aucuparia,D316835,11,5,2001,1,AAKG9OAAFAAENK0AAg,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7403459_S1E_1_1.png?refresh=800033710133244107,1,7492978.2131,5792116.4709
