id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAnAAHxDkAAL,28.05.2014,Zarząd Zieleni m.st. Warszawy,dąb czerwony,Quercus rubra,D371601,17,6,2001,1,AAKG9OAAnAAHxDkAAL,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_S1A_1_1.png?refresh=3369504446651953526,1,7504198.434,5797354.6811
AAKG9OAAnAAHxCYAAL,28.05.2014,Zarząd Zieleni m.st. Warszawy,dąb czerwony,Quercus rubra,D370341,18,6,2001,1,AAKG9OAAnAAHxCYAAL,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_S11_1_1.png?refresh=-217102131182629020,1,7504252.6666,5797359.7992
AAKG9OAAnAAHxDkAAK,28.05.2014,Zarząd Zieleni m.st. Warszawy,dąb czerwony,Quercus rubra,D371600,17,6,2001,1,AAKG9OAAnAAHxDkAAK,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_S1A_1_1.png,1,7504198.3281,5797360.6077
AAKG9OAAnAAHxDkAAJ,28.05.2014,Zarząd Zieleni m.st. Warszawy,dąb czerwony,Quercus rubra,D371599,17,6,2001,1,AAKG9OAAnAAHxDkAAJ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_S1A_1_1.png,1,7504199.069,5797366.7462
AAKG9OAAnAAHxDkAAM,28.05.2014,Zarząd Zieleni m.st. Warszawy,dąb czerwony,Quercus rubra,D371602,17,6,2001,1,AAKG9OAAnAAHxDkAAM,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_S1A_1_1.png,1,7504198.8838,5797372.5669
AAKG9OAAnAAHxDkAAI,28.05.2014,Zarząd Zieleni m.st. Warszawy,dąb czerwony,Quercus rubra,D371598,17,6,2001,1,AAKG9OAAnAAHxDkAAI,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_S1A_1_1.png,1,7504199.069,5797378.9169
AAKG9OAAnAAHxCYAAY,28.05.2014,Zarząd Zieleni m.st. Warszawy,czereśnia  sp.,Prunus  sp.(czereśnia),D370355,20,3,2001,1,AAKG9OAAnAAHxCYAAY,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_S11_1_1.png,1,7504379.7976,5797588.0827
AAKG9OAAnAAHxCYAAZ,28.05.2014,Zarząd Zieleni m.st. Warszawy,czereśnia  sp.,Prunus  sp.(czereśnia),D370356,30,5,2001,1,AAKG9OAAnAAHxCYAAZ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_S11_1_1.png,1,7504381.8481,5797590.6622
AAKG9OAAnAAHxCYAAb,28.05.2014,Zarząd Zieleni m.st. Warszawy,czereśnia  sp.,Prunus  sp.(czereśnia),D370358,25,5,2001,1,AAKG9OAAnAAHxCYAAb,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_S11_1_1.png,1,7504385.7508,5797595.2924
AAKG9OAAnAAHxCYAAa,28.05.2014,Zarząd Zieleni m.st. Warszawy,czereśnia  sp.,Prunus  sp.(czereśnia),D370357,23,5,2001,1,AAKG9OAAnAAHxCYAAa,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_S11_1_1.png,1,7504390.0502,5797599.7905
AAKG9OAAnAAHxCYAAe,28.05.2014,Zarząd Zieleni m.st. Warszawy,olsza czarna,Alnus glutinosa,D370361,159,12,2001,2,AAKG9OAAnAAHxCYAAe,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_SY_2_2.png?refresh=-1371420855278453140,2,7504395.8313,5797601.2722
AAKG9OAAnAAHxCYAAc,28.05.2014,Zarząd Zieleni m.st. Warszawy,czereśnia  sp.,Prunus  sp.(czereśnia),D370359,20,5,2001,1,AAKG9OAAnAAHxCYAAc,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_S1A_1_1.png,1,7504393.6485,5797602.9919
AAKG9OAAnAAHxCYAAd,28.05.2014,Zarząd Zieleni m.st. Warszawy,czereśnia  sp.,Prunus  sp.(czereśnia),D370360,33,6,2001,1,AAKG9OAAnAAHxCYAAd,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403404_S1C_1_1.png?refresh=346070016693040894,1,7504397.2204,5797606.4978
