id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAFAAENQtAAA,22.10.2013,Zarząd Zieleni m.st. Warszawy,kasztanowiec pospolity,Aesculus hippocastanum,D347199,115,8,2001,3,AAKG9OAAFAAENQtAAA,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402455_S13_3_3.png?refresh=-728719472729290646,3,7494825.3604,5794670.0088
AAKG9OAAFAAENQtAAB,22.10.2013,Zarząd Zieleni m.st. Warszawy,kasztanowiec pospolity,Aesculus hippocastanum,D347200,123,7,2001,3,AAKG9OAAFAAENQtAAB,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402455_S13_3_3.png,3,7494830.4007,5794676.9407
AAKG9OAAFAAENQtAAC,22.10.2013,Zarząd Zieleni m.st. Warszawy,kasztanowiec pospolity,Aesculus hippocastanum,D347201,100,7,2001,2,AAKG9OAAFAAENQtAAC,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402455_SY_2_2.png?refresh=6038841424763070760,2,7494841.1688,5794691.7166
AAKG9OAAFAAENQtAAD,22.10.2013,Zarząd Zieleni m.st. Warszawy,kasztanowiec pospolity,Aesculus hippocastanum,D347202,108,8,2001,3,AAKG9OAAFAAENQtAAD,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402455_S13_3_3.png,3,7494846.3,5794698.2835
AAKG9OAAFAAENVWAAY,22.10.2013,Dzielnica Bielany,czeremcha późna,Prunus serotina,D348966,73,8,2001,1,AAKG9OAAFAAENVWAAY,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402455_S12_1_1.png?refresh=-5801536465475975733,1,7494465.7185,5794623.2978
AAKG9OAAFAAENVWAAZ,22.10.2013,Dzielnica Bielany,dąb szypułkowy,Quercus robur,D348967,110,12,2001,3,AAKG9OAAFAAENVWAAZ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402455_S13_3_3.png,3,7494476.7018,5794625.0194
AAKG9OAAFAAENVWAAa,22.10.2013,Dzielnica Bielany,dąb czerwony,Quercus rubra,D348968,68,6,2001,1,AAKG9OAAFAAENVWAAa,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402455_SZ_1_1.png?refresh=-1886715445078637667,1,7494481.1841,5794623.5544
AAKG9OAAFAAENViAAY,22.10.2013,Dzielnica Bielany,dąb szypułkowy,Quercus robur,D348985,"88, 91",8,2001,3,AAKG9OAAFAAENViAAY,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402455_S10_3_3.png?refresh=-6892328037647860036,3,7494512.2782,5794523.5659
AAKG9OAAFAAENViAAX,22.10.2013,Dzielnica Bielany,dąb szypułkowy,Quercus robur,D348984,152,10,2001,3,AAKG9OAAFAAENViAAX,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402455_S13_3_3.png,3,7494514.2197,5794541.4551
AAKG9OAAFAAENViAAW,22.10.2013,Dzielnica Bielany,dąb szypułkowy,Quercus robur,D348983,124,10,2001,3,AAKG9OAAFAAENViAAW,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402455_S13_3_3.png,3,7494514.7832,5794554.2343
