id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAnAAHzNKAAU,20.06.2014,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D387966,59,5,2001,1,AAKG9OAAnAAHzNKAAU,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404867_S14_1_1.png?refresh=3573958624576018566,1,7511003.3703,5789711.5717
AAKG9OAAnAAHzNKAAY,20.06.2014,Zarząd Zieleni m.st. Warszawy,lipa drobnolistna,Tilia cordata,D387970,149,16,2001,3,AAKG9OAAnAAHzNKAAY,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404867_S1A_3_3.png?refresh=5146187153655036330,3,7510968.3782,5789715.108
AAKG9OAAnAAHzNKAAa,20.06.2014,Zarząd Zieleni m.st. Warszawy,dąb czerwony,Quercus rubra,D387972,93,8,2001,2,AAKG9OAAnAAHzNKAAa,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404867_S15_2_2.png?refresh=578147804220595384,2,7511017.6471,5789716.3308
AAKG9OAAnAAHzNKAAc,20.06.2014,Zarząd Zieleni m.st. Warszawy,lipa drobnolistna,Tilia cordata,D387974,176,18,2001,3,AAKG9OAAnAAHzNKAAc,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404867_S10_3_3.png?refresh=8537639348126219947,3,7510974.7674,5789717.2561
AAKG9OAAnAAHzNKAAf,20.06.2014,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D387977,43,3,2001,1,AAKG9OAAnAAHzNKAAf,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404867_S1B_1_1.png?refresh=925751453600816795,1,7510985.9487,5789721.1669
AAKG9OAAnAAHzNKAAg,20.06.2014,Zarząd Zieleni m.st. Warszawy,dąb czerwony,Quercus rubra,D387978,78,10,2001,2,AAKG9OAAnAAHzNKAAg,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404867_S15_2_2.png,2,7511032.629,5789721.354
AAKG9OAAnAAHzNwAAk,20.06.2014,Zarząd Zieleni m.st. Warszawy,jałowiec wirginijski,Juniperus virginiana,D387285,38,4,2001,1,AAKG9OAAnAAHzNwAAk,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404867_S1F_1_1.png?refresh=1822703011305130831,1,7510823.1034,5788888.2533
AAKG9OAAnAAHzNBAAc,20.06.2014,Zarząd Zieleni m.st. Warszawy,klon jesionolistny,Acer negundo,D387335,122,15,2001,2,AAKG9OAAnAAHzNBAAc,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404867_S11_2_2.png?refresh=-1174520352543049074,2,7510815.6543,5788918.1102
AAKG9OAAnAAHzNNAAO,20.06.2014,Zarząd Zieleni m.st. Warszawy,klon  sp.,Acer  sp.,D387338,102,15,2001,1,AAKG9OAAnAAHzNNAAO,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404867_S1C_1_1.png?refresh=4412689959639858667,1,7510815.8673,5788919.9734
AAKG9OAAnAAHzNNAAY,20.06.2014,Zarząd Zieleni m.st. Warszawy,klon  sp.,Acer  sp.,D387348,80,10,2001,2,AAKG9OAAnAAHzNNAAY,http://mapa.um.warszawa.pl/mvimages/san13/fig/752_fig_7404867_S11_2_2.png,2,7510814.5639,5788922.2173
