id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAnAAHzFaAAL,20.06.2014,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D380103,161,16,2001,2,AAKG9OAAnAAHzFaAAL,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SW_2_2.png?refresh=-7566437293827869735,2,7510964.1428,5781342.2915
AAKG9OAAnAAHzFaAAM,20.06.2014,Zarząd Zieleni m.st. Warszawy,robinia  sp.,Robinia  sp.,D380104,108,12,2001,1,AAKG9OAAnAAHzFaAAM,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SZ_1_1.png?refresh=-1564608335965929160,1,7510951.7248,5781375.7855
AAKG9OAAnAAHzFaAAK,20.06.2014,Dzielnica Wawer,wiąz szypułkowy,Ulmus laevis ,D380102,37,5,2001,1,AAKG9OAAnAAHzFaAAK,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S1A_1_1.png?refresh=7016004283494639147,1,7510758.6201,5781699.2297
AAKG9OAAnAAHzFOAAD,20.06.2014,Zarząd Zieleni m.st. Warszawy,robinia  sp.,Robinia  sp.,D380076,153,15,2001,2,AAKG9OAAnAAHzFOAAD,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SX_2_2.png?refresh=-3432528446980345289,2,7510712.254,5781811.1905
AAKG9OAAnAAHzFfAAd,20.06.2014,Dzielnica Wawer,robinia  sp.,Robinia  sp.,D380275,241,12,2001,2,AAKG9OAAnAAHzFfAAd,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SX_2_2.png,2,7510985.8978,5781813.8034
AAKG9OAAnAAHzFOAAE,20.06.2014,Zarząd Zieleni m.st. Warszawy,wiąz szypułkowy,Ulmus laevis ,D380077,17,3,2001,1,AAKG9OAAnAAHzFOAAE,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S1A_1_1.png,1,7510699.1902,5781837.285
AAKG9OAAnAAHzFOAAF,20.06.2014,Zarząd Zieleni m.st. Warszawy,wiąz szypułkowy,Ulmus laevis ,D380078,"39, 28, 21, 21",8,2001,1,AAKG9OAAnAAHzFOAAF,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S11_1_1.png?refresh=-8107775811489334263,1,7510698.7933,5781838.3765
AAKG9OAAnAAHzFfAAY,20.06.2014,Zarząd Zieleni m.st. Warszawy,jabłoń  dzika,Malus sylvestris,D380270,"25, 18, 18",4,2001,1,AAKG9OAAnAAHzFfAAY,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S1C_1_1.png?refresh=7338157613834383251,1,7510835.9671,5781869.2145
AAKG9OAAnAAHzFfAAZ,20.06.2014,Zarząd Zieleni m.st. Warszawy,jabłoń  dzika,Malus sylvestris,D380271,50,5,2001,1,AAKG9OAAnAAHzFfAAZ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S12_1_1.png?refresh=-1749094853017536075,1,7510836.761,5781869.929
AAKG9OAAnAAHzFfAAa,20.06.2014,Zarząd Zieleni m.st. Warszawy,grusza  sp.,Pyrus  sp.,D380272,"46, 35, 43, 36, 34",6,2001,1,AAKG9OAAnAAHzFfAAa,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S12_1_1.png,1,7510843.4285,5781874.2151
AAKG9OAAnAAHzFTAAh,20.06.2014,Dzielnica Wawer,brzoza brodawkowata,Betula pendula,D380268,26,6,2001,1,AAKG9OAAnAAHzFTAAh,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S1A_1_1.png,1,7510898.1938,5781897.5727
AAKG9OAAnAAHzFTAAi,20.06.2014,Dzielnica Wawer,brzoza brodawkowata,Betula pendula,D380269,30,6,2001,1,AAKG9OAAnAAHzFTAAi,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S11_1_1.png,1,7510903.9617,5781900.2715
AAKG9OAAnAAHzFSAAL,20.06.2014,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D380594,306,15,2001,5,AAKG9OAAnAAHzFSAAL,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S14_5_5.png?refresh=3094744367501623671,5,7510334.2199,5782264.7691
AAKG9OAAnAAHxCPAAk,20.06.2014,Dzielnica Wawer,lipa drobnolistna,Tilia cordata,D377139,"86, 91, 90, 76, 57",17,2001,2,AAKG9OAAnAAHxCPAAk,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SX_2_2.png,2,7510339.3387,5781921.0943
AAKG9OAAnAAHzFSAAK,20.06.2014,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D380593,19,3,2001,1,AAKG9OAAnAAHzFSAAK,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S11_1_1.png,1,7510342.9512,5782261.528
AAKG9OAAnAAHzFSAAA,20.06.2014,Dzielnica Wawer,robinia  sp.,Robinia  sp.,D380583,80,13,2001,2,AAKG9OAAnAAHzFSAAA,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SW_2_2.png,2,7510346.8897,5782385.6775
AAKG9OAAnAAHzFSAAJ,20.06.2014,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D380592,62,10,2001,1,AAKG9OAAnAAHzFSAAJ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SZ_1_1.png,1,7510346.9862,5782258.4852
AAKG9OAAnAAHxCPAAj,20.06.2014,Dzielnica Wawer,lipa drobnolistna,Tilia cordata,D377138,156,18,2001,2,AAKG9OAAnAAHxCPAAj,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SY_2_2.png?refresh=7947330946069737996,2,7510348.2685,5781925.7243
AAKG9OAAnAAHzFSAAI,20.06.2014,Zarząd Zieleni m.st. Warszawy,dąb szypułkowy,Quercus robur,D380591,82,11,2001,2,AAKG9OAAnAAHzFSAAI,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SY_2_2.png,2,7510349.169,5782257.0962
AAKG9OAAnAAHxCzAAH,20.06.2014,Dzielnica Wawer,lipa drobnolistna,Tilia cordata,D377151,178,18,2001,3,AAKG9OAAnAAHxCzAAH,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S10_3_3.png?refresh=-7674663234600944067,3,7510366.0969,5781934.8379
AAKG9OAAnAAHxCzAAG,20.06.2014,Dzielnica Wawer,lipa drobnolistna,Tilia cordata,D377150,150,19,2001,2,AAKG9OAAnAAHxCzAAG,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SY_2_2.png,2,7510374.5724,5781939.1241
AAKG9OAAnAAHxCzAAF,20.06.2014,Dzielnica Wawer,lipa drobnolistna,Tilia cordata,D377149,219,22,2001,2,AAKG9OAAnAAHxCzAAF,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SW_2_2.png,2,7510384.5604,5781942.6959
AAKG9OAAnAAHzFSAAH,20.06.2014,Zarząd Zieleni m.st. Warszawy,robinia  sp.,Robinia  sp.,D380590,"116, 100, 140",16,2001,5,AAKG9OAAnAAHzFSAAH,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S14_5_5.png,5,7510385.1523,5782236.3263
AAKG9OAAnAAHxCzAAE,20.06.2014,Dzielnica Wawer,lipa drobnolistna,Tilia cordata,D377148,"136, 74, 103, 104",18,2001,2,AAKG9OAAnAAHxCzAAE,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SW_2_2.png,2,7510393.2917,5781947.8554
AAKG9OAAnAAHxCzAAD,20.06.2014,Dzielnica Wawer,dąb szypułkowy,Quercus robur,D377147,48,17,2001,1,AAKG9OAAnAAHxCzAAD,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S12_1_1.png,1,7510397.5912,5781949.9059
AAKG9OAAnAAHxCzAAC,20.06.2014,Dzielnica Wawer,lipa drobnolistna,Tilia cordata,D377146,159,20,2001,2,AAKG9OAAnAAHxCzAAC,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SW_2_2.png,2,7510401.0043,5781952.5253
AAKG9OAAnAAHxCzAAB,20.06.2014,Dzielnica Wawer,lipa szerokolistna,Tilia platyphyllos,D377145,250,22,2001,3,AAKG9OAAnAAHxCzAAB,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S13_3_3.png?refresh=4103687495706447095,3,7510410.0531,5781957.6848
AAKG9OAAnAAHzFSAAD,20.06.2014,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D380586,230,18,2001,2,AAKG9OAAnAAHzFSAAD,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SW_2_2.png,2,7510441.7931,5782184.5804
AAKG9OAAnAAHzFSAAE,20.06.2014,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D380587,173,18,2001,2,AAKG9OAAnAAHzFSAAE,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SX_2_2.png,2,7510448.54,5782180.6116
AAKG9OAAnAAHzFSAAF,20.06.2014,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D380588,203,17,2001,3,AAKG9OAAnAAHzFSAAF,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S10_3_3.png,3,7510454.7313,5782176.3253
AAKG9OAAnAAHzFSAAG,20.06.2014,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D380589,165,17,2001,2,AAKG9OAAnAAHzFSAAG,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SX_2_2.png,2,7510460.2478,5782173.5471
AAKG9OAAnAAHxCzAAL,20.06.2014,Dzielnica Wawer,sosna pospolita,Pinus sylvestris,D377155,"41, 29",5,2001,1,AAKG9OAAnAAHxCzAAL,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S1C_1_1.png,1,7510471.919,5782001.5959
AAKG9OAAnAAHxCzAAK,20.06.2014,Dzielnica Wawer,sosna pospolita,Pinus sylvestris,D377154,63,10,2001,1,AAKG9OAAnAAHxCzAAK,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S1C_1_1.png,1,7510474.3664,5782003.051
AAKG9OAAFAAENYXAAC,20.06.2014,Zarząd Zieleni m.st. Warszawy,robinia  sp.,Robinia  sp.,D380986,52,8,2001,1,AAKG9OAAFAAENYXAAC,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SZ_1_1.png,1,7510492.2315,5782404.5474
AAKG9OAAFAAENYXAAD,20.06.2014,Zarząd Zieleni m.st. Warszawy,robinia  sp.,Robinia  sp.,D380987,176,12,2001,2,AAKG9OAAFAAENYXAAD,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SX_2_2.png,2,7510500.0366,5782381.5948
AAKG9OAAnAAHxCzAAJ,20.06.2014,Dzielnica Wawer,sosna pospolita,Pinus sylvestris,D377153,35,7,2001,1,AAKG9OAAnAAHxCzAAJ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S1C_1_1.png,1,7510500.838,5782016.0077
AAKG9OAAFAAENYXAAE,20.06.2014,Zarząd Zieleni m.st. Warszawy,robinia  sp.,Robinia  sp.,D380988,201,13,2001,2,AAKG9OAAFAAENYXAAE,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SY_2_2.png,2,7510501.095,5782376.7662
AAKG9OAAnAAHxCzAAI,20.06.2014,Dzielnica Wawer,sosna pospolita,Pinus sylvestris,D377152,37,7,2001,1,AAKG9OAAnAAHxCzAAI,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S1C_1_1.png,1,7510502.3197,5782017.119
AAKG9OAAnAAHxCzAAN,20.06.2014,Dzielnica Wawer,brzoza brodawkowata,Betula pendula,D377157,39,11,2001,1,AAKG9OAAnAAHxCzAAN,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S1C_1_1.png,1,7510537.6869,5782019.226
AAKG9OAAnAAHxCzAAM,20.06.2014,Dzielnica Wawer,brzoza brodawkowata,Betula pendula,D377156,56,12,2001,1,AAKG9OAAnAAHxCzAAM,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S12_1_1.png,1,7510539.5522,5782020.0992
AAKG9OAAnAAHzFSAAC,20.06.2014,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D380585,202,12,2001,2,AAKG9OAAnAAHzFSAAC,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_SW_2_2.png,2,7510544.826,5782125.1032
AAKG9OAAnAAHzFSAAB,20.06.2014,Zarząd Zieleni m.st. Warszawy,lipa szerokolistna,Tilia platyphyllos,D380584,216,13,2001,3,AAKG9OAAnAAHzFSAAB,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7403801_S10_3_3.png,3,7510550.2235,5782121.9283
