id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAFAAENL4AAH,10.04.2013,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D317215,14,8,2001,1,AAKG9OAAFAAENL4AAH,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402538_S1A_1_1.png?refresh=2816904259340592604,1,7494638.2396,5790675.692
AAKG9OAAFAAENL4AAI,10.04.2013,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D317216,14,8,2001,1,AAKG9OAAFAAENL4AAI,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402538_S1A_1_1.png,1,7494641.4488,5790679.251
AAKG9OAAFAAENL4AAJ,10.04.2013,Zarząd Zieleni m.st. Warszawy,lipa drobnolistna,Tilia cordata,D317217,"2, 5",1,2001,1,AAKG9OAAFAAENL4AAJ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402538_S1A_1_1.png,1,7494648.7771,5790680.7962
AAKG9OAAFAAENL4AAL,10.04.2013,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D317219,15,8,2001,1,AAKG9OAAFAAENL4AAL,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402538_S1A_1_1.png,1,7494649.9804,5790692.488
AAKG9OAAFAAENL4AAK,10.04.2013,Zarząd Zieleni m.st. Warszawy,lipa drobnolistna,Tilia cordata,D317218,23,4,2001,1,AAKG9OAAFAAENL4AAK,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402538_S1C_1_1.png?refresh=8983411696731417464,1,7494651.8972,5790686.5485
AAKG9OAAFAAENL4AAM,10.04.2013,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D317220,19,10,2001,1,AAKG9OAAFAAENL4AAM,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402538_S1C_1_1.png,1,7494654.3828,5790698.3301
AAKG9OAAFAAENL2AAS,10.04.2013,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D317874,15,8,2001,1,AAKG9OAAFAAENL2AAS,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402538_S11_1_1.png?refresh=-5959204614114162006,1,7494671.9382,5790671.5448
AAKG9OAAFAAENL2AAR,10.04.2013,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D317873,16,8,2001,1,AAKG9OAAFAAENL2AAR,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402538_S11_1_1.png,1,7494675.3315,5790675.8343
AAKG9OAAFAAENK5AAX,10.04.2013,Zarząd Zieleni m.st. Warszawy,lipa drobnolistna,Tilia cordata,D317801,80,12,2001,2,AAKG9OAAFAAENK5AAX,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402538_SX_2_2.png?refresh=-8176584537773942851,2,7494678.4415,5790672.2684
AAKG9OAAFAAENL2AAQ,10.04.2013,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D317872,15,9,2001,1,AAKG9OAAFAAENL2AAQ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402538_S11_1_1.png,1,7494680.1006,5790682.1331
AAKG9OAAFAAENK5AAY,10.04.2013,Zarząd Zieleni m.st. Warszawy,lipa drobnolistna,Tilia cordata,D317802,36,9,2001,1,AAKG9OAAFAAENK5AAY,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402538_S12_1_1.png?refresh=-6031316615114860967,1,7494683.2119,5790679.6632
