id,Aktualność danych na dzień,Jednostka zarządzająca,Nazwa polska,Nazwa łacińska,Numer inwentaryzacyjny,Obwód pnia w cm,Wysokość w m,gtype,height,id,imgurl,width,x,y
AAKG9OAAFAAENY6AAX,28.05.2014,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D372782,22,4,2001,1,AAKG9OAAFAAENY6AAX,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402622_S11_1_1.png?refresh=8476864918594742173,1,7497042.3235,5798113.4813
AAKG9OAAFAAENY6AAW,28.05.2014,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D372781,29,4,2001,1,AAKG9OAAFAAENY6AAW,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402622_S11_1_1.png,1,7497037.0055,5798115.4655
AAKG9OAAFAAENY6AAV,28.05.2014,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D372780,24,4,2001,1,AAKG9OAAFAAENY6AAV,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402622_S11_1_1.png,1,7497031.6078,5798118.0849
AAKG9OAAFAAENY6AAU,28.05.2014,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D372779,18,4,2001,1,AAKG9OAAFAAENY6AAU,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402622_S11_1_1.png,1,7497025.6548,5798120.7836
AAKG9OAAFAAENY6AAT,28.05.2014,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D372778,27,4,2001,1,AAKG9OAAFAAENY6AAT,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402622_S11_1_1.png,1,7497020.4954,5798123.1331
AAKG9OAAFAAENY6AAS,28.05.2014,Zarząd Zieleni m.st. Warszawy,jesion wyniosły,Fraxinus excelsior,D372777,40,6,2001,1,AAKG9OAAFAAENY6AAS,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402622_S11_1_1.png,1,7497015.0979,5798125.7524
AAKG9OAAFAAENYSAAJ,28.05.2014,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D372682,48,5,2001,1,AAKG9OAAFAAENYSAAJ,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402622_S1C_1_1.png?refresh=-4423657432148244370,1,7497043.6537,5797775.0192
AAKG9OAAFAAENYSAAI,28.05.2014,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D372681,73,6,2001,1,AAKG9OAAFAAENYSAAI,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402622_S12_1_1.png?refresh=986683069911678735,1,7497034.962,5797784.9632
AAKG9OAAFAAENYSAAH,28.05.2014,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D372680,36,4,2001,1,AAKG9OAAFAAENYSAAH,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402622_S1C_1_1.png,1,7497029.511,5797791.8136
AAKG9OAAFAAENYSAAG,28.05.2014,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D372679,24,3,2001,1,AAKG9OAAFAAENYSAAG,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402622_S1A_1_1.png?refresh=-1849059778211527821,1,7497026.395,5797795.6589
AAKG9OAAFAAENYSAAF,28.05.2014,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D372678,82,7,2001,1,AAKG9OAAFAAENYSAAF,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402622_S12_1_1.png,1,7497021.8201,5797800.1674
AAKG9OAAFAAENYSAAE,28.05.2014,Zarząd Zieleni m.st. Warszawy,klon pospolity,Acer platanoides,D372677,75,5,2001,1,AAKG9OAAFAAENYSAAE,http://mapa.um.warszawa.pl/mvimages/san12/fig/753_fig_7402622_S12_1_1.png,1,7497017.3117,5797805.6041
